City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
50,Kapaa,US,22.0752,-159.319,78.8,73,40,5.75,light rain
51,Puerto Narino,CO,-3.7703,-70.3831,77.81,91,97,0.85,moderate rain
52,Mar Del Plata,AR,-38.0023,-57.5575,66.99,88,90,6.91,overcast clouds
53,Calvinia,ZA,-31.4707,19.776,63.73,32,0,7.52,clear sky
54,Tigil,RU,57.8,158.6667,8.62,91,0,6.78,clear sky
55,Alta Floresta,BR,-9.8756,-56.0861,72.0,97,99,1.68,overcast clouds
56,Tiznit,MA,29.5833,-9.5,58.24,38,0,6.33,clear sky
57,Emerald,AU,-23.5333,148.1667,80.6,54,0,8.05,clear sky
58,Ocos,GT,14.5094,-92.1933,87.8,65,1,11.5,clear sky
59,Nanortalik,GL,60.1432,-45.2371,17.1,86,98,25.3,overcast clouds
60,Peniche,PT,39.3558,-9.3811,57.99,89,100,5.01,overcast clouds
61,Butaritari,KI,3.0707,172.7902,81.34,82,3,20.0,clear sky
62,Margate,GB,51.3813,1.3862,46.99,81,18,4.0,few clouds
63,Sibolga,ID,1.7427,98.7792,76.62,77,5,4.14,clear sky
64,Urozhaynoye,RU,44.7883,44.9228,19.69,96,100,10.8,overcast clouds
65,Bratsk,RU,56.1325,101.6142,12.2,85,75,8.95,snow
66,Cape Town,ZA,-33.9258,18.4232,66.99,68,0,5.75,clear sky
67,Diffa,NE,13.3154,12.6113,68.32,24,0,10.42,clear sky
68,Chokurdakh,RU,70.6333,147.9167,-16.33,89,96,1.88,overcast clouds
69,Vila Franca Do Campo,PT,37.7167,-25.4333,57.99,72,20,11.5,few clouds
70,Sala,MA,34.0389,-6.8166,59.0,100,75,2.39,mist
71,Constitucion,CL,-35.3333,-72.4167,58.12,79,67,9.6,broken clouds
72,Hualmay,PE,-11.0964,-77.6139,75.43,66,11,8.72,few clouds
73,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.2,73,75,6.71,snow
74,Bell Ville,AR,-32.6259,-62.6887,70.0,70,0,7.29,clear sky
75,Cidreira,BR,-30.1811,-50.2056,73.24,82,3,7.09,clear sky
76,Sept-Iles,CA,50.2001,-66.3821,15.01,62,90,6.91,light snow
77,Mangai,CD,-4.05,19.5333,72.99,85,100,1.52,overcast clouds
78,New Norfolk,AU,-42.7826,147.0587,71.01,55,7,1.01,clear sky
79,Shakhtinsk,KZ,49.71,72.5872,26.6,93,90,4.47,light snow
80,Chicama,PE,-7.8447,-79.1469,73.4,78,0,10.36,clear sky
81,Mount Gambier,AU,-37.8333,140.7667,82.4,34,18,13.8,few clouds
82,Dustlik,UZ,40.5247,68.0358,53.67,38,0,12.84,clear sky
83,Barrow,US,71.2906,-156.7887,-14.8,70,40,10.36,haze
84,Gberia Fotombu,SL,9.8833,-11.1667,76.66,68,100,4.76,light rain
85,Ribeirao Bonito,BR,-22.0667,-48.1761,71.51,85,3,2.44,clear sky
86,Hermanus,ZA,-34.4187,19.2345,64.99,77,23,8.01,few clouds
87,Dwarka,IN,22.2394,68.9678,70.43,83,0,13.24,clear sky
88,Abu Samrah,SY,35.3029,37.1841,45.97,79,83,23.33,broken clouds
89,Byron Bay,AU,-28.65,153.6167,75.2,69,40,18.41,light rain
90,Bud,US,39.447,-86.1758,17.01,78,100,6.11,overcast clouds
91,The Pas,CA,53.8251,-101.2541,1.4,51,1,10.36,clear sky
92,Nikolskoye,RU,59.7035,30.7861,12.2,79,75,13.42,snow
93,Tuatapere,NZ,-46.1333,167.6833,57.99,61,0,3.0,clear sky
94,Pevek,RU,69.7008,170.3133,-22.56,88,5,3.62,clear sky
95,Codrington,AU,-38.2667,141.9667,82.76,38,2,7.85,clear sky
96,Opuwo,NA,-18.0607,13.84,71.69,44,13,4.52,few clouds
97,Santa Fe,AR,-31.6333,-60.7,78.01,52,0,1.99,clear sky
98,Bethel,US,41.3712,-73.414,42.8,52,75,13.8,broken clouds
99,Sobolevo,RU,54.4299,31.8996,12.49,96,100,11.92,snow
100,Komsomolskiy,UZ,40.4272,71.7189,44.6,33,0,2.3,clear sky
101,Jiwani,PK,25.05,61.7417,69.06,73,0,6.55,clear sky
102,Airai,TL,-8.9266,125.4092,62.98,100,100,2.06,overcast clouds
103,Gizo,SB,-8.103,156.8419,84.99,72,95,8.43,overcast clouds
104,Divo,CI,5.8397,-5.36,75.02,94,99,2.59,overcast clouds
105,Sabha,LY,27.0377,14.4283,41.14,68,0,7.78,clear sky
106,Manggar,ID,-2.8833,108.2667,77.41,82,54,10.87,broken clouds
107,Arraial Do Cabo,BR,-22.9661,-42.0278,76.68,89,0,6.69,clear sky
108,Ribeira Grande,PT,38.5167,-28.7,58.91,74,100,18.7,overcast clouds
109,Wahpeton,US,46.2652,-96.6059,-0.4,55,1,8.05,clear sky
110,Tamiahua,MX,21.2667,-97.45,58.05,83,86,7.02,overcast clouds
111,Severo-Kurilsk,RU,50.6789,156.125,32.16,96,100,15.61,snow
112,Narsaq,GL,60.9167,-46.05,17.6,53,90,5.75,overcast clouds
113,Nouadhibou,MR,20.931,-17.0347,69.8,46,0,12.66,dust
114,Sur,OM,22.5667,59.5289,69.42,66,0,8.3,clear sky
115,Semey,KZ,50.4111,80.2275,25.3,94,76,8.93,broken clouds
116,Puerto Colombia,CO,10.9878,-74.9547,84.2,70,0,13.8,clear sky
117,Castro,BR,-24.7911,-50.0119,64.92,85,22,6.22,few clouds
118,Matagami,CA,49.7502,-77.6328,-0.4,92,100,7.92,overcast clouds
119,Berbera,SO,10.4396,45.0143,74.25,78,36,2.06,scattered clouds
120,Pangnirtung,CA,66.1451,-65.7125,-13.0,77,20,2.73,few clouds
121,Makinsk,KZ,52.6292,70.4169,-7.44,90,99,7.29,overcast clouds
122,Anadyr,RU,64.75,177.4833,-20.0,76,0,11.18,clear sky
123,Aklavik,CA,68.2191,-135.0107,-16.6,69,40,8.05,scattered clouds
124,Berlevag,NO,70.8578,29.0864,15.8,67,0,3.44,clear sky
125,Dikson,RU,73.5069,80.5464,-28.3,86,95,11.03,overcast clouds
126,Kavaratti,IN,10.5669,72.642,80.83,62,14,7.81,few clouds
127,Ahipara,NZ,-35.1667,173.1667,74.59,55,57,8.16,broken clouds
128,Yar-Sale,RU,66.8333,70.8333,-15.72,88,95,11.86,overcast clouds
129,Tasiilaq,GL,65.6145,-37.6368,32.0,86,75,19.57,snow
130,Fonte Boa,BR,-2.4959,-66.2662,79.48,71,91,2.21,overcast clouds
131,La Ronge,CA,55.1001,-105.2842,-4.0,59,91,4.61,overcast clouds
132,Yellowknife,CA,62.456,-114.3525,-14.01,76,75,5.75,broken clouds
133,Bluff,NZ,-46.6,168.3333,60.01,62,16,1.01,few clouds
134,Bengkulu,ID,-3.8004,102.2655,76.91,83,100,4.0,overcast clouds
135,Tambura,SS,5.6,27.4667,76.05,27,98,4.14,overcast clouds
136,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.68,89,0,13.35,clear sky
137,Cardoso,BR,-20.0819,-49.9142,75.99,84,65,4.32,broken clouds
138,Vanimo,PG,-2.6741,141.3028,80.29,82,100,1.97,overcast clouds
139,Oranjemund,NA,-28.55,16.4333,63.39,73,0,2.68,clear sky
140,Palestine,PS,31.9216,35.2033,48.2,93,75,11.5,broken clouds
141,Chuy,UY,-33.6971,-53.4616,66.85,92,13,5.97,few clouds
142,Aripuana,BR,-9.1667,-60.6333,75.11,96,91,1.34,overcast clouds
143,Khatanga,RU,71.9667,102.5,-23.13,80,80,8.57,broken clouds
144,Luderitz,NA,-26.6481,15.1594,64.29,71,0,4.74,clear sky
145,Saskylakh,RU,71.9167,114.0833,-20.92,84,87,14.41,overcast clouds
146,Taraz,KZ,42.9,71.3667,33.8,69,19,8.95,few clouds
147,Nicolas Bravo,MX,18.45,-88.9167,80.6,74,75,3.83,broken clouds
148,Flinders,AU,-34.5833,150.8552,72.0,77,75,6.91,broken clouds
149,Tiksi,RU,71.6872,128.8694,-23.33,83,48,2.89,scattered clouds
150,Laguna,US,38.421,-121.4238,63.0,41,1,9.22,clear sky
151,Saint-Pierre,RE,-21.3393,55.4781,78.8,73,90,5.75,overcast clouds
152,Sokone,SN,13.8833,-16.3667,84.2,32,0,6.91,clear sky
153,Klaksvik,FO,62.2266,-6.589,44.6,93,75,17.27,broken clouds
154,Ponta Do Sol,PT,32.6667,-17.1,64.99,45,20,6.91,few clouds
155,Samarkand,UZ,39.6542,66.9597,50.0,40,0,6.91,clear sky
156,Kenai,US,60.5544,-151.2583,28.4,86,90,6.91,light snow
157,Lorengau,PG,-2.0226,147.2712,83.14,72,99,9.08,overcast clouds
158,Coahuayana,MX,18.7333,-103.6833,75.2,53,1,11.5,clear sky
159,Mirnyy,RU,62.5353,113.9611,-27.0,84,43,5.57,scattered clouds
160,Iqaluit,CA,63.7506,-68.5145,-9.4,64,1,13.8,clear sky
161,Lavumisa,SZ,-27.31,31.892,69.8,73,94,9.22,overcast clouds
162,Urumqi,CN,43.801,87.6005,14.0,92,90,4.47,light snow
163,Umm Lajj,SA,25.0213,37.2685,67.44,72,66,26.89,broken clouds
164,Miandrivazo,MG,-19.5167,45.4667,76.33,82,100,3.87,overcast clouds
165,Carutapera,BR,-1.195,-46.02,75.04,93,100,4.36,light rain
166,Shu,KZ,43.5983,73.7614,35.01,87,5,1.99,clear sky
167,Beloha,MG,-25.1667,45.05,74.3,82,73,10.71,broken clouds
168,Northam,GB,51.0333,-4.2167,48.99,90,53,10.0,broken clouds
169,Bereda,ES,43.2686,-7.5406,46.0,85,76,5.01,broken clouds
170,Bathsheba,BB,13.2167,-59.5167,78.8,61,40,18.41,scattered clouds
171,Cherskiy,RU,68.75,161.3,-21.8,86,5,1.14,clear sky
172,Acapulco,MX,16.8634,-99.8901,80.6,61,75,8.05,broken clouds
173,Antofagasta,CL,-23.65,-70.4,68.0,68,0,13.8,clear sky
174,Harper,LR,4.375,-7.7169,79.21,84,100,4.97,overcast clouds
175,Rawson,AR,-43.3002,-65.1023,71.73,41,0,20.31,clear sky
176,Olafsvik,IS,64.8945,-23.7142,38.57,78,100,10.56,overcast clouds
177,Naze,JP,28.3667,129.4833,55.4,54,75,9.22,heavy intensity rain
178,Bonthe,SL,7.5264,-12.505,79.27,84,77,6.76,broken clouds
179,Bairiki,KI,1.3292,172.9752,82.4,83,40,10.36,scattered clouds
180,Clyde River,CA,70.4692,-68.5914,-25.6,75,1,2.3,clear sky
181,Mount Isa,AU,-20.7333,139.5,80.6,69,75,12.66,broken clouds
182,Pisco,PE,-13.7,-76.2167,75.2,69,0,11.5,clear sky
183,Koksovyy,RU,48.1967,40.5989,17.44,88,66,7.85,snow
184,Bontang,ID,0.1333,117.5,78.44,85,100,6.49,overcast clouds
185,Caraquet,CA,47.7941,-64.9386,17.6,86,100,11.5,snow
186,Pacific Grove,US,36.6177,-121.9166,55.4,71,40,16.11,scattered clouds
187,Biak,ID,-0.9131,122.8766,81.63,67,94,1.3,overcast clouds
188,Partizanskoye,RU,55.5006,94.39,33.35,91,100,16.73,overcast clouds
189,Alugan,PH,12.2188,125.4808,78.42,87,100,11.39,overcast clouds
190,Gamba,GA,-2.65,10.0,78.93,86,71,5.32,broken clouds
191,La Tuque,CA,47.4334,-72.7824,17.6,93,100,3.44,snow
192,Port Alfred,ZA,-33.5906,26.891,63.18,74,43,11.16,scattered clouds
193,Pocone,BR,-16.2567,-56.6228,75.81,88,86,3.67,moderate rain
194,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,59,8,8.05,clear sky
195,Sumbe,AO,-11.2061,13.8437,78.51,77,66,3.69,broken clouds
196,Hithadhoo,MV,-0.6,73.0833,81.32,72,99,3.06,overcast clouds
197,Kutum,SD,14.2,24.6667,55.98,38,20,22.86,few clouds
198,Puksoozero,RU,62.5903,40.6066,-17.97,88,95,5.17,overcast clouds
199,Miri,MY,4.4148,114.0089,77.0,94,40,3.44,scattered clouds
200,Ridgecrest,US,35.6225,-117.6709,68.0,13,20,5.06,few clouds
201,Kodiak,US,57.79,-152.4072,39.2,75,90,10.36,overcast clouds
202,Kavieng,PG,-2.5744,150.7967,83.53,75,8,14.36,light rain
203,Moyo,UG,3.6609,31.7247,78.31,34,100,3.62,overcast clouds
204,Mayumba,GA,-3.432,10.6554,79.5,84,81,4.54,broken clouds
205,Haicheng,CN,40.8516,122.7475,3.43,74,0,14.34,clear sky
206,Tessalit,ML,20.1986,1.0114,69.69,24,0,27.2,clear sky
207,Namatanai,PG,-3.6667,152.4333,84.67,71,15,12.35,light rain
208,Sri Aman,MY,1.2376,111.4621,73.4,94,100,0.49,overcast clouds
209,Puerto Ayora,EC,-0.7393,-90.3518,80.6,78,75,13.8,light rain
210,Hofn,IS,64.2539,-15.2082,40.42,86,100,16.51,overcast clouds
211,Mount Pleasant,US,32.7941,-79.8626,57.99,44,1,4.61,clear sky
212,Batagay,RU,67.6333,134.6333,-26.09,83,96,1.36,overcast clouds
213,Hecun,CN,36.5333,114.1111,25.03,57,0,5.08,clear sky
214,Baglan,AF,36.1307,68.7083,50.0,44,0,1.19,clear sky
215,Upernavik,GL,72.7868,-56.1549,-4.65,90,99,3.62,overcast clouds
216,Anjiang,CN,27.3194,110.1031,46.22,87,0,1.61,clear sky
217,Saint-Philippe,RE,-21.3585,55.7679,78.8,73,90,5.75,overcast clouds
218,Nome,US,64.5011,-165.4064,6.8,56,1,16.11,clear sky
219,Cavalcante,BR,-13.7975,-47.4583,68.79,92,100,1.81,overcast clouds
220,Camacha,PT,33.0833,-16.3333,60.8,100,20,5.75,few clouds
221,Kodinsk,RU,58.6881,99.1844,18.09,96,100,4.03,light snow
222,Raudeberg,NO,61.9875,5.1352,42.01,71,100,14.34,overcast clouds
223,Biloela,AU,-24.4167,150.5,81.79,47,0,12.88,clear sky
224,Faanui,PF,-16.4833,-151.75,82.29,65,1,8.3,clear sky
225,Eureka,US,40.8021,-124.1637,55.0,78,61,8.99,broken clouds
226,Springdale,US,36.1867,-94.1288,19.99,62,90,5.75,overcast clouds
227,Lompoc,US,34.6391,-120.4579,57.2,62,1,24.16,clear sky
228,Yantzaza,EC,-3.8278,-78.7594,70.74,81,77,1.74,light rain
229,Banjar,ID,-8.19,114.9675,80.6,89,40,9.22,scattered clouds
230,Pangody,RU,65.85,74.4859,-23.66,87,99,8.14,overcast clouds
231,Puerto Escondido,MX,15.85,-97.0667,78.8,83,1,8.05,clear sky
232,Sapernoye,RU,60.7167,29.9505,10.0,95,100,5.91,overcast clouds
233,Piacabucu,BR,-10.4056,-36.4344,79.92,80,100,15.46,overcast clouds
234,Beringovskiy,RU,63.05,179.3167,-11.58,87,49,14.99,scattered clouds
235,Pemangkat,ID,1.1667,108.9667,76.26,80,67,6.6,broken clouds
236,Kibondo,TZ,-3.5864,30.7203,60.55,99,100,2.1,overcast clouds
237,Baykit,RU,61.67,96.37,-10.05,86,98,1.05,overcast clouds
238,Hami,CN,42.8,93.45,31.3,78,0,2.62,clear sky
239,Muroto,JP,33.2833,134.15,41.0,56,40,19.57,scattered clouds
240,Bilma,NE,18.6853,12.9164,54.12,41,0,14.29,clear sky
241,Hasaki,JP,35.7333,140.8333,50.0,43,20,17.27,few clouds
242,Biltine,TD,14.5333,20.9167,62.02,31,26,15.75,scattered clouds
243,Antalaha,MG,-14.9003,50.2788,76.96,91,99,3.18,light rain
244,Red Bluff,US,40.1785,-122.2358,62.6,29,1,13.8,clear sky
245,Victoria Falls,ZW,-17.9235,25.843,67.77,96,100,3.42,moderate rain
246,Maldonado,UY,-34.6667,-54.9167,69.8,88,75,6.91,broken clouds
247,Broken Hill,AU,-31.95,141.4333,82.4,34,60,17.27,broken clouds
248,Peterborough,GB,52.5736,-0.2478,44.01,93,3,10.36,clear sky
249,Hit,IQ,33.6416,42.8251,63.41,52,67,3.78,broken clouds
250,Kruisfontein,ZA,-34.0033,24.7314,62.01,78,0,3.0,clear sky
251,Longyearbyen,SJ,78.2186,15.6401,35.6,80,75,8.05,light snow
252,Kosino,RU,58.4127,51.2782,-12.21,90,90,5.53,light snow
253,Adre,TD,13.4667,22.2,63.7,28,14,21.36,few clouds
254,Ostrovnoy,RU,68.0531,39.5131,0.61,90,79,10.85,broken clouds
255,Trelew,AR,-43.249,-65.3051,76.51,28,0,20.74,clear sky
256,Lagoa,PT,39.05,-27.9833,57.87,78,100,20.54,overcast clouds
257,Fairbanks,US,64.8378,-147.7164,12.99,85,90,1.12,mist
258,College,US,64.8569,-147.8028,12.99,79,90,1.01,light snow
259,Ilulissat,GL,69.2167,-51.1,3.2,66,90,8.05,overcast clouds
260,Saint-Quentin,FR,49.8333,3.3333,42.8,93,75,8.05,broken clouds
261,Port Blair,IN,11.6667,92.75,76.26,76,0,9.08,clear sky
262,Hammerfest,NO,70.6634,23.6821,14.0,79,0,3.44,clear sky
263,Taoudenni,ML,22.6783,-3.9836,68.36,24,82,26.17,broken clouds
264,Rabo De Peixe,PT,37.8,-25.5833,57.99,72,20,11.5,few clouds
265,Srivardhan,IN,18.0333,73.0167,70.18,83,0,7.52,clear sky
266,Cacoal,BR,-11.4386,-61.4472,74.68,92,23,1.23,few clouds
267,Husavik,IS,66.0449,-17.3389,35.6,87,75,1.14,broken clouds
268,Churapcha,RU,62.0025,132.4325,-31.09,84,16,3.2,few clouds
269,Sokoto,NG,13.0609,5.239,74.5,19,20,19.35,few clouds
270,Picton,AU,-34.1833,150.6,72.0,79,56,1.01,broken clouds
271,Tefe,BR,-3.3542,-64.7114,84.2,70,20,2.3,light rain
272,Grindavik,IS,63.8424,-22.4338,35.6,100,75,12.66,broken clouds
273,Jinchang,CN,38.4953,102.1739,29.97,74,62,3.13,broken clouds
274,Gat,IL,31.61,34.7642,48.0,100,93,1.01,overcast clouds
275,Alofi,NU,-19.0595,-169.9187,84.2,74,75,6.91,broken clouds
276,Tucuman,AR,-26.8241,-65.2226,78.8,73,0,3.44,clear sky
277,Kunya,NG,12.2233,8.5325,71.6,21,0,8.05,clear sky
278,Honiara,SB,-9.4333,159.95,86.94,65,92,2.51,overcast clouds
279,Wukari,NG,7.85,9.7833,81.45,14,1,9.04,clear sky
280,Tonantins,BR,-2.8731,-67.8022,79.09,80,100,1.05,overcast clouds
281,Kenora,CA,49.8167,-94.4337,1.4,42,1,5.75,clear sky
282,Carnarvon,AU,-24.8667,113.6333,77.0,100,90,18.41,overcast clouds
283,Oliver,CA,49.1831,-119.5524,32.0,64,100,5.75,overcast clouds
284,Maraa,BR,-1.8333,-65.3667,78.93,71,61,2.53,broken clouds
285,Ngorongoro,TZ,-3.2397,35.4875,52.2,99,67,2.66,broken clouds
286,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.27,95,100,1.72,moderate rain
287,Winona,US,43.9666,-91.7668,14.0,57,1,3.44,clear sky
288,Te Anau,NZ,-45.4167,167.7167,59.97,45,6,2.75,clear sky
289,Madimba,TZ,-10.4,40.3333,80.31,80,87,13.0,overcast clouds
290,Abu Dhabi,AE,24.4667,54.3667,66.2,88,0,2.3,clear sky
291,Gaoua,BF,10.2992,-3.2508,82.6,38,84,4.21,broken clouds
292,Khovu-Aksy,RU,51.1333,93.6,7.99,83,63,7.07,broken clouds
293,Pierre,US,44.3683,-100.351,6.8,56,90,14.97,overcast clouds
294,Norman Wells,CA,65.282,-126.8329,-11.2,77,75,4.61,broken clouds
295,Havoysund,NO,70.9963,24.6622,14.0,79,0,3.44,clear sky
296,Dunedin,NZ,-45.8742,170.5036,57.0,67,0,8.01,clear sky
297,Gobabis,NA,-22.45,18.9667,69.01,27,100,6.82,overcast clouds
298,Paamiut,GL,61.994,-49.6678,8.69,84,24,17.47,few clouds
299,Riyadh,SA,24.6877,46.7219,68.0,22,0,9.22,clear sky
300,Southbridge,US,42.0751,-72.0334,42.01,86,90,3.0,overcast clouds
301,Port Townsend,US,48.117,-122.7605,48.99,66,20,11.5,few clouds
302,Darhan,MN,49.4867,105.9228,0.91,88,0,5.66,clear sky
303,Shemonaikha,KZ,50.6328,81.9056,19.31,91,80,7.18,broken clouds
304,Ambovombe,MG,-25.1667,46.0833,75.31,79,83,3.74,broken clouds
305,Gumdag,TM,39.2061,54.5906,53.08,53,0,4.61,clear sky
306,Cabo San Lucas,MX,22.8909,-109.9124,75.99,59,1,20.71,clear sky
307,Sotouboua,TG,8.5667,0.9833,79.81,50,15,4.52,few clouds
308,Clemencia,CO,10.5665,-75.325,84.2,74,75,5.75,broken clouds
309,Urucara,BR,-2.5364,-57.76,75.96,92,60,1.99,broken clouds
310,Chulman,RU,56.8479,124.9104,-32.04,82,12,1.1,few clouds
311,Novopokrovka,UA,49.8425,36.5477,1.4,85,60,1.74,mist
312,Salta,AR,-24.7859,-65.4117,64.4,88,90,4.61,light intensity drizzle
313,Hamilton,US,39.1834,-84.5333,19.4,63,75,10.36,broken clouds
314,San Quintin,MX,30.4833,-115.95,59.38,75,86,19.06,overcast clouds
315,Shishou,CN,29.7226,112.419,49.1,68,0,2.89,clear sky
316,Muhos,FI,64.808,25.9931,-5.8,84,0,4.61,clear sky
317,Padang,ID,-0.9492,100.3543,71.6,94,20,2.3,few clouds
318,Khasan,RU,42.4308,130.6434,7.48,86,100,31.9,overcast clouds
319,Hambantota,LK,6.1241,81.1185,74.05,82,4,11.45,clear sky
320,Vao,NC,-22.6667,167.4833,81.28,82,60,7.72,broken clouds
321,Portland,US,45.5234,-122.6762,51.01,66,75,6.91,broken clouds
322,Benito Juarez,MX,19.385,-99.165,73.4,10,75,11.5,broken clouds
323,Geraldton,AU,-28.7667,114.6,71.6,88,90,6.91,overcast clouds
324,Khorixas,NA,-20.3667,14.9667,74.39,37,61,1.57,broken clouds
325,Gbadolite,CD,4.2833,21.0167,80.24,43,100,4.56,overcast clouds
326,Abha,SA,18.2164,42.5053,62.6,36,0,3.47,clear sky
327,Virginia Beach,US,36.8529,-75.978,57.0,71,0,17.09,clear sky
328,Purpe,RU,64.4803,76.6897,-23.21,87,90,10.02,overcast clouds
329,Mana,GF,5.6592,-53.7767,75.76,76,63,10.8,broken clouds
330,Tipp City,US,39.9584,-84.1722,17.6,57,40,8.05,scattered clouds
331,Katsuura,JP,35.1333,140.3,50.0,41,14,13.0,few clouds
332,Salinas,US,36.6777,-121.6555,57.2,58,1,12.66,clear sky
333,Micheweni,TZ,-4.9667,39.8333,78.93,81,100,10.13,overcast clouds
334,Razole,IN,16.4833,81.8333,66.52,93,0,2.24,clear sky
335,Tarakan,ID,3.3,117.6333,77.0,94,40,3.44,scattered clouds
336,Mehamn,NO,71.0357,27.8492,16.9,87,87,7.49,overcast clouds
337,Moron,AR,-34.6534,-58.6198,73.99,69,22,1.01,few clouds
338,Alice Springs,AU,-23.7,133.8833,87.01,34,33,3.44,scattered clouds
339,Tignere,CM,7.3667,12.65,63.41,26,0,4.18,clear sky
340,Ariquemes,BR,-9.9133,-63.0408,75.04,95,98,0.74,overcast clouds
341,Saldanha,ZA,-33.0117,17.9442,64.4,68,0,2.3,clear sky
342,Taltal,CL,-25.4,-70.4833,65.95,75,9,5.17,clear sky
343,Sembe,CG,1.6481,14.5806,75.16,78,62,5.28,broken clouds
344,San Ignacio,BZ,17.1561,-89.0714,84.2,61,0,4.61,clear sky
345,Marsa Matruh,EG,31.3525,27.2453,46.4,66,40,21.85,scattered clouds
346,Cayenne,GF,4.9333,-52.3333,77.0,78,0,4.61,clear sky
347,Grand Gaube,MU,-20.0064,57.6608,78.01,88,95,1.99,overcast clouds
348,Grootfontein,NA,-19.5667,18.1167,66.58,50,66,7.56,broken clouds
349,Muravlenko,RU,63.7898,74.523,-29.61,85,30,8.97,scattered clouds
350,Illapel,CL,-31.6308,-71.1653,62.87,66,0,4.29,clear sky
351,Orapa,BW,-21.2833,25.3667,67.77,76,87,10.04,overcast clouds
